timestamp,car,truck,bike,auto,ambulance,total
2026-04-03 02:51:31,N,16,10,1,0,0,27
2026-04-03 02:51:31,W,13,17,4,0,0,34
2026-04-03 02:51:31,E,8,13,1,0,0,22
2026-04-03 02:51:31,N,13,10,0,0,0,23
2026-04-03 02:51:31,W,8,16,8,0,0,32
2026-04-03 02:51:32,E,12,12,0,0,0,24
2026-04-03 02:51:33,N,11,6,1,0,0,18
2026-04-03 02:51:33,W,13,8,7,0,0,28
2026-04-03 02:51:33,E,13,9,0,0,0,22
2026-04-03 02:51:33,N,12,7,2,0,0,21
2026-04-03 02:51:33,W,12,6,3,0,0,21
2026-04-03 02:51:34,E,16,9,1,0,0,26
2026-04-03 02:51:35,N,12,5,3,0,0,20
2026-04-03 02:51:35,W,9,12,4,0,0,25
2026-04-03 02:51:35,E,14,14,1,0,0,29
2026-04-03 02:51:35,W,10,8,6,0,0,24
2026-04-03 02:51:36,N,12,7,1,0,0,20
2026-04-03 02:51:36,E,11,10,3,0,0,24
2026-04-03 02:51:36,N,12,9,1,0,0,22
2026-04-03 02:51:36,W,12,10,3,0,0,25
2026-04-03 02:51:37,E,12,9,2,0,0,23
2026-04-03 02:51:37,N,9,7,1,0,0,17
2026-04-03 02:51:37,W,12,12,2,0,0,26
2026-04-03 02:51:38,E,14,8,2,0,0,24
2026-04-03 02:51:38,S,16,10,0,0,0,26
2026-04-03 02:51:38,N,14,9,1,0,0,24
2026-04-03 02:51:38,N,13,8,2,0,0,23
2026-04-03 02:51:38,W,14,12,3,0,0,29
2026-04-03 02:51:39,E,16,14,0,0,0,30
2026-04-03 02:51:39,S,13,13,1,0,0,27
2026-04-03 02:51:39,N,17,8,0,0,0,25
2026-04-03 02:51:39,W,15,16,1,0,0,32
2026-04-03 02:51:39,N,13,4,1,0,0,18
2026-04-03 02:51:40,E,17,7,0,0,0,24
2026-04-03 02:51:40,S,11,11,2,0,0,24
2026-04-03 02:51:40,N,18,6,2,0,0,26
2026-04-03 02:51:40,N,14,7,1,0,0,22
2026-04-03 02:51:40,W,14,7,2,0,0,23
2026-04-03 02:51:40,E,16,9,2,0,0,27
2026-04-03 02:51:41,S,11,11,1,0,0,23
2026-04-03 02:51:41,N,11,6,2,0,0,19
2026-04-03 02:51:41,N,12,3,2,0,0,17
2026-04-03 02:51:41,W,17,6,1,0,0,24
2026-04-03 02:51:41,E,14,6,2,0,0,22
2026-04-03 02:51:42,S,13,11,1,0,0,25
2026-04-03 02:51:42,N,10,6,4,0,0,20
2026-04-03 02:51:42,N,14,2,1,0,0,17
2026-04-03 02:51:42,W,15,10,0,0,0,25
2026-04-03 02:51:42,E,13,7,0,0,0,20
2026-04-03 02:51:43,S,10,10,1,0,0,21
2026-04-03 02:51:43,N,14,7,1,0,0,22
2026-04-03 02:51:43,N,12,3,2,0,0,17
2026-04-03 02:51:43,W,13,11,0,0,0,24
2026-04-03 02:51:43,E,9,8,1,0,0,18
2026-04-03 02:51:44,S,13,12,1,0,0,26
2026-04-03 02:51:44,N,17,3,3,0,0,23
2026-04-03 02:51:44,N,15,2,3,0,0,20
2026-04-03 02:51:44,W,15,8,1,0,0,24
2026-04-03 02:51:44,E,12,9,2,0,0,23
2026-04-03 02:51:45,S,10,12,1,0,0,23
2026-04-03 02:51:45,N,14,5,1,0,0,20
2026-04-03 02:51:45,N,14,8,2,0,0,24
2026-04-03 02:51:45,W,11,13,1,0,0,25
2026-04-03 02:51:45,E,16,6,2,0,0,24
2026-04-03 02:51:46,S,7,17,0,0,0,24
2026-04-03 02:51:46,N,16,7,3,0,0,26
2026-04-03 02:51:46,N,9,6,0,0,0,15
2026-04-03 02:51:46,W,13,14,1,0,0,28
2026-04-03 02:51:46,E,9,7,2,0,0,18
2026-04-03 02:51:47,S,12,11,0,0,0,23
2026-04-03 02:51:47,N,15,4,3,0,0,22
2026-04-03 02:51:47,N,10,8,0,0,0,18
2026-04-03 02:51:47,W,13,10,1,0,0,24
2026-04-03 02:51:47,E,15,6,3,0,0,24
2026-04-03 02:51:47,S,15,14,0,0,0,29
2026-04-03 02:51:48,N,12,6,3,0,0,21
2026-04-03 02:51:48,N,8,7,0,0,0,15
2026-04-03 02:51:48,W,9,11,0,0,0,20
2026-04-03 02:51:48,E,13,11,4,0,0,28
2026-04-03 02:51:49,S,13,13,1,0,0,27
2026-04-03 02:51:49,N,14,6,1,0,0,21
2026-04-03 02:51:49,W,13,9,2,0,0,24
2026-04-03 02:51:49,N,12,8,0,0,0,20
2026-04-03 02:51:49,E,15,12,1,0,0,28
2026-04-03 02:51:50,S,13,12,1,0,0,26
2026-04-03 02:51:50,N,14,8,0,0,0,22
2026-04-03 02:51:50,W,8,12,0,0,0,20
2026-04-03 02:51:50,N,12,7,0,0,0,19
2026-04-03 02:51:50,E,15,10,0,0,0,25
2026-04-03 02:51:51,S,12,9,2,0,0,23
2026-04-03 02:51:51,N,13,8,3,0,0,24
2026-04-03 02:51:51,N,16,8,1,0,0,25
2026-04-03 02:51:51,W,11,13,1,0,0,25
2026-04-03 02:51:51,E,20,10,0,0,0,30
2026-04-03 02:51:52,S,14,10,2,0,0,26
2026-04-03 02:51:52,N,12,5,3,0,0,20
2026-04-03 02:51:52,W,9,13,0,0,0,22
2026-04-03 02:51:52,N,12,7,4,0,0,23
2026-04-03 02:51:52,E,16,12,1,0,0,29
2026-04-03 02:51:53,S,12,11,2,0,0,25
2026-04-03 02:51:53,N,12,7,2,0,0,21
2026-04-03 02:51:53,N,10,6,3,0,0,19
2026-04-03 02:51:53,W,12,10,0,0,0,22
2026-04-03 02:51:53,E,16,5,1,0,0,22
2026-04-03 02:51:54,S,13,8,1,0,0,22
2026-04-03 02:51:54,N,11,8,1,0,0,20
2026-04-03 02:51:54,N,7,7,4,0,0,18
2026-04-03 02:51:54,W,12,13,0,0,0,25
2026-04-03 02:51:54,E,15,7,3,0,0,25
2026-04-03 02:51:55,S,17,7,1,0,0,25
2026-04-03 02:51:55,N,11,6,1,0,0,18
2026-04-03 02:51:55,W,15,11,1,0,0,27
2026-04-03 02:51:55,N,10,5,1,0,0,16
2026-04-03 02:51:55,E,11,10,1,0,0,22
2026-04-03 02:51:55,S,14,11,1,0,0,26
2026-04-03 02:51:56,N,12,7,1,0,0,20
2026-04-03 02:51:56,N,9,5,1,0,0,15
2026-04-03 02:51:56,W,13,11,2,0,0,26
2026-04-03 02:51:56,E,16,8,0,0,0,24
2026-04-03 02:51:57,S,16,7,2,0,0,25
2026-04-03 02:51:57,N,14,6,0,0,0,20
2026-04-03 02:51:57,N,9,5,0,0,0,14
2026-04-03 02:51:57,W,10,10,3,0,0,23
2026-04-03 02:51:57,E,12,11,0,0,0,23
2026-04-03 02:51:58,S,12,6,1,0,0,19
2026-04-03 02:51:58,N,14,5,2,0,0,21
2026-04-03 02:51:58,N,12,3,3,0,0,18
2026-04-03 02:51:58,W,13,7,2,0,0,22
2026-04-03 02:51:58,E,12,9,0,0,0,21
2026-04-03 02:51:59,S,10,9,0,0,0,19
2026-04-03 02:51:59,N,15,4,1,0,0,20
2026-04-03 02:51:59,N,10,4,1,0,0,15
2026-04-03 02:51:59,W,16,10,3,0,0,29
2026-04-03 02:52:00,E,14,13,0,0,0,27
2026-04-03 02:52:00,S,13,7,2,0,0,22
2026-04-03 02:52:00,N,14,7,2,0,0,23
2026-04-03 02:52:00,W,15,13,1,0,0,29
2026-04-03 02:52:00,N,15,5,2,0,0,22
2026-04-03 02:52:00,E,15,8,1,0,0,24
2026-04-03 02:52:01,S,13,6,1,0,0,20
2026-04-03 02:52:01,N,16,2,4,0,0,22
2026-04-03 02:52:01,N,11,10,0,0,0,21
2026-04-03 02:52:01,W,19,9,2,0,0,30
2026-04-03 02:52:01,E,11,8,2,0,0,21
2026-04-03 02:52:02,S,12,7,1,0,0,20
2026-04-03 02:52:02,N,14,7,3,0,0,24
2026-04-03 02:52:02,N,12,6,0,0,0,18
2026-04-03 02:52:02,W,14,12,1,0,0,27
2026-04-03 02:52:02,E,13,10,4,0,0,27
2026-04-03 02:52:03,S,15,12,3,0,0,30
2026-04-03 02:52:03,N,10,7,0,0,0,17
2026-04-03 02:52:03,N,14,5,1,0,0,20
2026-04-03 02:52:03,W,14,9,3,0,0,26
2026-04-03 02:52:03,E,14,8,2,0,0,24
2026-04-03 02:52:04,S,15,8,3,0,0,26
2026-04-03 02:52:04,N,8,5,2,0,0,15
2026-04-03 02:52:04,N,11,6,1,0,0,18
2026-04-03 02:52:04,W,11,6,0,0,0,17
2026-04-03 02:52:04,E,16,10,0,0,0,26
2026-04-03 02:52:05,S,16,11,1,0,0,28
2026-04-03 02:52:05,N,11,8,0,0,0,19
2026-04-03 02:52:05,N,12,4,0,0,0,16
2026-04-03 02:52:05,W,11,8,1,0,0,20
2026-04-03 02:52:05,E,14,8,0,0,0,22
2026-04-03 02:52:06,S,18,7,1,0,0,26
2026-04-03 02:52:06,N,7,9,0,0,0,16
2026-04-03 02:52:06,N,10,3,3,0,0,16
2026-04-03 02:52:06,W,11,8,2,0,0,21
2026-04-03 02:52:06,E,17,8,0,0,0,25
2026-04-03 02:52:07,S,19,13,0,0,0,32
2026-04-03 02:52:07,N,13,10,0,0,0,23
2026-04-03 02:52:07,N,12,8,0,0,0,20
2026-04-03 02:52:07,W,15,3,1,0,0,19
2026-04-03 02:52:07,E,17,6,0,0,0,23
2026-04-03 02:52:08,S,17,10,2,0,0,29
2026-04-03 02:52:08,N,15,5,1,0,0,21
2026-04-03 02:52:08,N,8,8,1,0,0,17
2026-04-03 02:52:08,W,11,5,2,0,0,18
2026-04-03 02:52:08,E,12,11,2,0,0,25
2026-04-03 02:52:09,S,14,7,2,0,0,23
2026-04-03 02:52:09,N,13,7,1,0,0,21
2026-04-03 02:52:09,W,16,8,3,0,0,27
2026-04-03 02:52:09,N,10,8,3,0,0,21
2026-04-03 02:52:09,E,14,5,3,0,0,22
2026-04-03 02:52:10,S,16,9,2,0,0,27
2026-04-03 02:52:10,N,9,5,3,0,0,17
2026-04-03 02:52:10,N,9,13,2,0,0,24
2026-04-03 02:52:10,W,12,12,4,0,0,28
2026-04-03 02:52:10,E,13,9,1,0,0,23
2026-04-03 02:52:11,S,11,15,0,0,0,26
2026-04-03 02:52:11,N,10,5,7,0,0,22
2026-04-03 02:52:11,W,13,15,0,0,0,28
2026-04-03 02:52:11,N,12,6,3,0,0,21
2026-04-03 02:52:11,E,15,3,2,0,0,20
2026-04-03 02:52:12,S,14,10,0,0,0,24
2026-04-03 02:52:12,N,9,6,3,0,0,18
2026-04-03 02:52:12,N,12,8,2,0,0,22
2026-04-03 02:52:12,W,17,10,1,0,0,28
2026-04-03 02:52:12,E,15,8,2,0,0,25
2026-04-03 02:52:13,S,16,11,0,0,0,27
2026-04-03 02:52:13,N,10,7,1,0,0,18
2026-04-03 02:52:13,N,10,10,0,0,0,20
2026-04-03 02:52:13,W,18,7,0,0,0,25
2026-04-03 02:52:13,E,16,8,3,0,0,27
2026-04-03 02:52:14,S,12,8,0,0,0,20
2026-04-03 02:52:14,N,8,6,1,0,0,15
2026-04-03 02:52:14,N,11,10,2,0,0,23
2026-04-03 02:52:14,W,14,9,1,0,0,24
2026-04-03 02:52:14,E,13,6,4,0,0,23
2026-04-03 02:52:15,S,15,13,0,0,0,28
2026-04-03 02:52:15,N,7,3,2,0,0,12
2026-04-03 02:52:15,N,12,8,1,0,0,21
2026-04-03 02:52:15,W,14,7,0,0,0,21
2026-04-03 02:52:15,E,13,4,4,0,0,21
2026-04-03 02:52:16,S,13,9,2,0,0,24
2026-04-03 02:52:16,N,11,5,1,0,0,17
2026-04-03 02:52:16,N,9,7,0,0,0,16
2026-04-03 02:52:16,W,16,6,2,0,0,24
2026-04-03 02:52:16,E,16,10,1,0,0,27
2026-04-03 02:52:17,S,10,9,2,0,0,21
2026-04-03 02:52:17,N,11,7,2,0,0,20
2026-04-03 02:52:17,N,13,13,0,0,0,26
2026-04-03 02:52:17,W,12,7,0,0,0,19
2026-04-03 02:52:17,E,12,6,1,0,0,19
2026-04-03 02:52:17,S,11,7,1,0,0,19
2026-04-03 02:52:18,N,14,3,0,0,0,17
2026-04-03 02:52:18,N,13,10,2,0,0,25
2026-04-03 02:52:18,W,15,12,1,0,0,28
2026-04-03 02:52:19,E,13,8,1,0,0,22
2026-04-03 02:52:19,S,15,9,2,0,0,26
2026-04-03 02:52:19,N,14,4,0,0,0,18
2026-04-03 02:52:19,N,10,12,0,0,0,22
2026-04-03 02:52:19,W,13,10,1,0,0,24
2026-04-03 02:52:19,E,12,4,2,0,0,18
2026-04-03 02:52:20,S,15,8,1,0,0,24
2026-04-03 02:52:20,N,13,5,0,0,0,18
2026-04-03 02:52:20,N,11,7,1,0,0,19
2026-04-03 02:52:20,W,10,11,0,0,0,21
2026-04-03 02:52:20,E,10,7,1,0,0,18
2026-04-03 02:52:21,S,17,5,0,0,0,22
2026-04-03 02:52:21,N,12,5,2,0,0,19
2026-04-03 02:52:21,N,13,11,1,0,0,25
2026-04-03 02:52:21,W,14,11,0,0,0,25
2026-04-03 02:52:21,E,9,10,0,0,0,19
2026-04-03 02:52:22,S,19,12,0,0,0,31
2026-04-03 02:52:22,N,14,3,2,0,0,19
2026-04-03 02:52:22,N,15,6,0,0,0,21
2026-04-03 02:52:22,W,13,8,2,0,0,23
2026-04-03 02:52:22,E,12,6,0,0,0,18
2026-04-03 02:52:23,S,17,11,2,0,0,30
2026-04-03 02:52:23,N,11,5,3,0,0,19
2026-04-03 02:52:23,N,12,7,0,0,0,19
2026-04-03 02:52:23,W,12,8,2,0,0,22
2026-04-03 02:52:23,E,13,6,2,0,0,21
2026-04-03 02:52:24,S,11,7,2,0,0,20
2026-04-03 02:52:24,N,11,5,1,0,0,17
2026-04-03 02:52:24,N,15,2,0,0,0,17
2026-04-03 02:52:24,W,13,10,2,0,0,25
2026-04-03 02:52:24,E,14,3,0,0,0,17
2026-04-03 02:52:25,S,15,5,3,0,0,23
2026-04-03 02:52:25,N,10,5,1,0,0,16
2026-04-03 02:52:25,N,15,10,0,0,0,25
2026-04-03 02:52:25,W,16,5,1,0,0,22
2026-04-03 02:52:25,E,11,5,2,0,0,18
2026-04-03 02:52:25,S,15,6,2,0,0,23
2026-04-03 02:52:26,N,13,7,3,0,0,23
2026-04-03 02:52:26,N,11,8,1,0,0,20
2026-04-03 02:52:26,W,16,5,1,0,0,22
2026-04-03 02:52:27,E,13,3,4,0,0,20
2026-04-03 02:52:27,S,14,6,3,0,0,23
2026-04-03 02:52:27,N,14,10,1,0,0,25
2026-04-03 02:52:28,N,10,7,1,0,0,18
2026-04-03 02:52:28,W,16,8,0,0,0,24
2026-04-03 02:52:28,E,13,4,3,0,0,20
2026-04-03 02:52:28,S,14,6,2,0,0,22
2026-04-03 02:52:29,N,12,5,1,0,0,18
2026-04-03 02:52:29,W,20,7,0,0,0,27
2026-04-03 02:52:29,E,14,2,3,0,0,19
2026-04-03 02:52:29,S,16,9,3,0,0,28
2026-04-03 02:52:29,N,10,5,3,0,0,18
2026-04-03 02:52:29,N,15,11,1,0,0,27
2026-04-03 02:52:29,W,19,9,2,0,0,30
2026-04-03 02:52:30,E,13,9,2,0,0,24
2026-04-03 02:52:31,W,11,7,2,0,0,20
2026-04-03 02:52:31,N,17,5,1,0,0,23
2026-04-03 02:52:31,E,9,7,0,0,0,16
2026-04-03 02:52:32,N,14,5,1,0,0,20
2026-04-03 02:52:34,N,15,7,1,0,0,23
2026-04-03 02:52:35,N,11,5,0,0,0,16
2026-04-03 02:52:36,N,13,13,0,0,0,26
2026-04-03 02:52:37,N,11,12,1,0,0,24
2026-04-03 02:52:37,N,12,12,0,0,0,24
2026-04-03 02:52:38,N,12,11,0,0,0,23
2026-04-03 02:52:39,N,14,6,1,0,0,21
2026-04-03 02:52:40,N,17,4,3,0,0,24
2026-04-03 02:52:41,N,11,8,3,0,0,22
2026-04-03 02:52:42,N,12,6,0,0,0,18
2026-04-03 02:52:44,N,14,4,1,0,0,19
2026-04-03 02:52:44,N,11,10,0,0,0,21
2026-04-03 02:52:45,N,12,8,0,0,0,20
2026-04-03 02:52:47,N,9,7,1,0,0,17
2026-04-03 02:52:47,N,12,8,2,0,0,22
2026-04-03 02:52:47,N,9,9,2,0,0,20
2026-04-03 02:52:49,N,10,9,3,0,0,22
2026-04-03 02:52:51,N,10,7,0,0,0,17
2026-04-03 02:52:51,N,10,13,2,0,0,25
2026-04-03 02:52:52,N,14,13,3,0,0,30
2026-04-03 02:52:54,N,11,10,0,0,0,21
2026-04-03 02:52:55,N,9,15,0,0,0,24
2026-04-03 02:52:55,N,13,9,0,0,0,22
2026-04-03 02:52:56,N,13,9,1,0,0,23
2026-04-03 02:52:57,N,10,10,2,0,0,22
2026-04-03 02:52:58,N,10,10,1,0,0,21
2026-04-03 02:53:00,N,12,12,2,0,0,26
2026-04-03 02:53:02,N,13,10,1,0,0,24
2026-04-03 02:53:02,N,13,9,2,0,0,24
2026-04-03 02:53:02,N,12,11,3,0,0,26
2026-04-03 02:53:02,N,14,11,2,0,0,27
2026-04-03 02:53:04,N,12,10,0,0,0,22
2026-04-03 02:53:06,N,14,12,1,0,0,27
2026-04-03 02:53:06,N,11,13,0,0,0,24
2026-04-03 02:53:07,N,13,17,3,0,0,33
2026-04-03 02:53:08,N,7,12,2,0,0,21
2026-04-03 02:53:08,N,9,12,1,0,0,22
2026-04-03 02:53:10,N,11,12,1,0,0,24
2026-04-03 02:53:11,N,11,9,0,0,0,20
2026-04-03 02:53:12,N,17,6,2,0,0,25
2026-04-03 02:53:13,N,18,7,2,0,0,27
2026-04-03 02:53:15,N,14,8,0,0,0,22
2026-04-03 02:53:15,N,13,5,1,0,0,19
2026-04-03 02:53:15,N,12,8,2,0,0,22
2026-04-03 02:53:16,N,14,11,2,0,0,27
2026-04-03 02:53:16,W,13,6,4,0,0,23
2026-04-03 02:53:17,E,6,4,0,0,0,10
2026-04-03 02:53:17,S,13,6,2,0,0,21
2026-04-03 02:53:17,N,12,8,2,0,0,22
2026-04-03 02:53:18,W,14,7,1,0,0,22
2026-04-03 02:53:18,N,12,7,1,0,0,20
2026-04-03 02:53:18,E,9,9,0,0,0,18
2026-04-03 02:53:18,S,12,4,4,0,0,20
2026-04-03 02:53:18,N,13,13,1,0,0,27
2026-04-03 02:53:18,W,17,3,3,0,0,23
2026-04-03 02:53:19,E,8,8,0,0,0,16
2026-04-03 02:53:19,S,12,7,1,0,0,20
2026-04-03 02:53:19,N,16,4,0,0,0,20
2026-04-03 02:53:19,N,12,7,1,0,0,20
2026-04-03 02:53:20,W,12,8,1,0,0,21
2026-04-03 02:53:20,N,14,5,1,0,0,20
2026-04-03 02:53:20,E,12,8,0,0,0,20
2026-04-03 02:53:20,S,12,6,1,0,0,19
2026-04-03 02:53:20,N,8,8,1,0,0,17
2026-04-03 02:53:21,W,16,8,1,0,0,25
2026-04-03 02:53:21,E,16,5,1,0,0,22
2026-04-03 02:53:21,S,12,9,2,0,0,23
2026-04-03 02:53:21,N,10,6,1,0,0,17
2026-04-03 02:53:21,N,15,6,2,0,0,23
2026-04-03 02:53:21,N,16,8,1,0,0,25
2026-04-03 02:53:22,W,14,8,3,0,0,25
2026-04-03 02:53:22,E,12,7,2,0,0,21
2026-04-03 02:53:22,S,10,4,2,0,0,16
2026-04-03 02:53:22,N,11,11,0,0,0,22
2026-04-03 02:53:23,N,14,12,2,0,0,28
2026-04-03 02:53:23,W,15,5,3,0,0,23
2026-04-03 02:53:23,E,10,7,1,0,0,18
2026-04-03 02:53:23,S,10,7,1,0,0,18
2026-04-03 02:53:23,N,17,13,2,0,0,32
2026-04-03 02:53:23,N,17,9,1,0,0,27
2026-04-03 02:53:23,W,15,5,2,0,0,22
2026-04-03 02:53:24,E,11,6,3,0,0,20
2026-04-03 02:53:24,S,10,6,0,0,0,16
2026-04-03 02:53:24,N,13,11,1,0,0,25
2026-04-03 02:53:24,W,13,9,0,0,0,22
2026-04-03 02:53:24,N,12,11,1,0,0,24
2026-04-03 02:53:25,E,8,6,4,0,0,18
2026-04-03 02:53:25,S,11,8,0,0,0,19
2026-04-03 02:53:25,N,12,8,2,0,0,22
2026-04-03 02:53:26,N,14,7,0,0,0,21
2026-04-03 02:53:26,W,11,8,2,0,0,21
2026-04-03 02:53:26,E,10,7,1,0,0,18
2026-04-03 02:53:26,S,13,6,1,0,0,20
2026-04-03 02:53:26,N,14,9,2,0,0,25
2026-04-03 02:53:26,N,13,8,0,0,0,21
2026-04-03 02:53:26,W,11,6,2,0,0,19
2026-04-03 02:53:26,E,8,6,1,0,0,15
2026-04-03 02:53:27,S,14,5,2,0,0,21
2026-04-03 02:53:27,N,14,5,0,0,0,19
2026-04-03 02:53:27,N,14,12,1,0,0,27
2026-04-03 02:53:27,W,12,6,1,0,0,19
2026-04-03 02:53:27,E,7,3,2,0,0,12
2026-04-03 02:53:28,S,12,6,2,0,0,20
2026-04-03 02:53:28,N,12,8,0,0,0,20
2026-04-03 02:53:28,N,10,9,2,0,0,21
2026-04-03 02:53:28,W,12,9,2,0,0,23
2026-04-03 02:53:28,E,12,5,4,0,0,21
2026-04-03 02:53:29,S,12,4,2,0,0,18
2026-04-03 02:53:29,N,15,3,0,0,0,18
2026-04-03 02:53:29,N,10,9,1,0,0,20
2026-04-03 02:53:29,W,12,6,0,0,0,18
2026-04-03 02:53:29,E,11,7,2,0,0,20
2026-04-03 02:53:30,S,13,5,2,0,0,20
2026-04-03 02:53:30,N,15,9,0,0,0,24
2026-04-03 02:53:30,N,17,9,0,0,0,26
2026-04-03 02:53:30,W,13,6,1,0,0,20
2026-04-03 02:53:30,E,14,3,0,0,0,17
2026-04-03 02:53:31,S,13,2,3,0,0,18
2026-04-03 02:53:31,N,11,6,0,0,0,17
2026-04-03 02:53:31,N,10,13,1,0,0,24
2026-04-03 02:53:31,W,13,6,0,0,0,19
2026-04-03 02:53:31,E,13,4,0,0,0,17
2026-04-03 02:53:32,S,12,9,2,0,0,23
2026-04-03 02:53:32,N,12,4,1,0,0,17
2026-04-03 02:53:32,N,7,11,1,0,0,19
2026-04-03 02:53:32,W,15,4,2,0,0,21
2026-04-03 02:53:32,E,13,5,0,0,0,18
2026-04-03 02:53:33,S,10,7,0,0,0,17
2026-04-03 02:53:33,N,14,5,1,0,0,20
2026-04-03 02:53:33,N,11,11,1,0,0,23
2026-04-03 02:53:33,W,13,3,0,0,0,16
2026-04-03 02:53:33,E,12,5,2,0,0,19
2026-04-03 02:53:34,S,7,5,0,0,0,12
2026-04-03 02:53:34,N,15,6,0,0,0,21
2026-04-03 02:53:34,N,15,9,1,0,0,25
2026-04-03 02:53:34,W,15,4,3,0,0,22
2026-04-03 02:53:34,E,14,3,2,0,0,19
2026-04-03 02:53:35,S,10,8,0,0,0,18
2026-04-03 02:53:35,N,13,5,0,0,0,18
2026-04-03 02:53:35,W,13,2,2,0,0,17
2026-04-03 02:53:35,N,13,11,0,0,0,24
2026-04-03 02:53:35,E,11,5,3,0,0,19
2026-04-03 02:53:36,S,11,9,0,0,0,20
2026-04-03 02:53:36,N,14,8,0,0,0,22
2026-04-03 02:53:36,N,15,9,1,0,0,25
2026-04-03 02:53:36,W,12,9,1,0,0,22
2026-04-03 02:53:36,E,11,5,1,0,0,17
2026-04-03 02:53:37,S,11,9,0,0,0,20
2026-04-03 02:53:37,N,14,7,0,0,0,21
2026-04-03 02:53:37,N,13,6,1,0,0,20
2026-04-03 02:53:37,W,12,7,0,0,0,19
2026-04-03 02:53:37,E,10,5,1,0,0,16
2026-04-03 02:53:38,S,12,9,0,0,0,21
2026-04-03 02:53:38,N,12,11,0,0,0,23
2026-04-03 02:53:38,N,15,5,1,0,0,21
2026-04-03 02:53:38,W,8,6,0,0,0,14
2026-04-03 02:53:38,E,13,7,3,0,0,23
2026-04-03 02:53:39,S,11,5,3,0,0,19
2026-04-03 02:53:39,N,8,14,0,0,0,22
2026-04-03 02:53:39,N,17,3,0,0,0,20
2026-04-03 02:53:39,W,11,9,0,0,0,20
2026-04-03 02:53:39,E,14,10,1,0,0,25
2026-04-03 02:53:40,S,12,5,3,0,0,20
2026-04-03 02:53:40,N,7,12,0,0,0,19
2026-04-03 02:53:40,N,14,7,1,0,0,22
2026-04-03 02:53:40,W,10,9,0,0,0,19
2026-04-03 02:53:40,E,15,8,2,0,0,25
2026-04-03 02:53:41,S,9,5,3,0,0,17
2026-04-03 02:53:41,N,15,7,1,0,0,23
2026-04-03 02:53:41,N,13,5,1,0,0,19
2026-04-03 02:53:41,W,10,10,0,0,0,20
2026-04-03 02:53:41,E,12,6,3,0,0,21
2026-04-03 02:53:42,S,9,4,4,0,0,17
2026-04-03 02:53:42,N,14,4,1,0,0,19
2026-04-03 02:53:42,N,15,3,2,0,0,20
2026-04-03 02:53:42,W,11,9,1,0,0,21
2026-04-03 02:53:42,E,10,9,1,0,0,20
2026-04-03 02:53:43,S,9,4,1,0,0,14
2026-04-03 02:53:43,N,15,5,3,0,0,23
2026-04-03 02:53:43,N,11,8,0,0,0,19
2026-04-03 02:53:43,W,12,4,2,0,0,18
2026-04-03 02:53:43,E,11,7,0,0,0,18
2026-04-03 02:53:44,S,7,5,0,0,0,12
2026-04-03 02:53:44,N,12,12,3,0,0,27
2026-04-03 02:53:44,W,10,5,2,0,0,17
2026-04-03 02:53:44,N,14,6,4,0,0,24
2026-04-03 02:53:44,E,8,10,2,0,0,20
2026-04-03 02:53:45,S,12,4,3,0,0,19
2026-04-03 02:53:45,N,11,5,1,0,0,17
2026-04-03 02:53:45,N,10,12,1,0,0,23
2026-04-03 02:53:45,W,8,3,2,0,0,13
2026-04-03 02:53:45,E,11,6,1,0,0,18
2026-04-03 02:53:46,S,10,5,3,0,0,18
2026-04-03 02:53:46,N,14,6,1,0,0,21
2026-04-03 02:53:46,N,9,7,1,0,0,17
2026-04-03 02:53:46,W,8,6,3,0,0,17
2026-04-03 02:53:46,E,12,10,0,0,0,22
2026-04-03 02:53:47,S,13,7,1,0,0,21
2026-04-03 02:53:47,N,12,6,0,0,0,18
2026-04-03 02:53:47,N,5,13,3,0,0,21
2026-04-03 02:53:47,E,12,12,0,0,0,24
2026-04-03 02:53:47,W,9,5,3,0,0,17
2026-04-03 02:53:47,S,15,7,0,0,0,22
2026-04-03 02:53:48,N,12,9,0,0,0,21
2026-04-03 02:53:48,N,6,12,3,0,0,21
2026-04-03 02:53:48,W,7,8,1,0,0,16
2026-04-03 02:53:48,E,12,11,1,0,0,24
2026-04-03 02:53:49,S,13,5,0,0,0,18
2026-04-03 02:53:49,N,10,9,3,0,0,22
2026-04-03 02:53:49,W,10,3,3,0,0,16
2026-04-03 02:53:49,N,7,13,1,0,0,21
2026-04-03 02:53:49,E,11,8,1,0,0,20
2026-04-03 02:53:50,S,15,5,1,0,0,21
2026-04-03 02:53:50,N,9,9,1,0,0,19
2026-04-03 02:53:50,W,9,6,1,0,0,16
2026-04-03 02:53:50,N,14,12,1,0,0,27
2026-04-03 02:53:50,E,15,6,2,0,0,23
2026-04-03 02:53:51,S,13,5,2,0,0,20
2026-04-03 02:53:51,N,8,8,3,0,0,19
2026-04-03 02:53:51,N,16,9,1,0,0,26
2026-04-03 02:53:51,W,12,8,2,0,0,22
2026-04-03 02:53:51,E,13,8,1,0,0,22
2026-04-03 02:53:52,S,13,4,2,0,0,19
2026-04-03 02:53:52,N,10,9,3,0,0,22
2026-04-03 02:53:52,N,17,7,0,0,0,24
2026-04-03 02:53:52,W,15,4,0,0,0,19
2026-04-03 02:53:52,E,14,7,0,0,0,21
2026-04-03 02:53:53,S,11,8,4,0,0,23
2026-04-03 02:53:53,N,11,8,2,0,0,21
2026-04-03 02:53:53,N,13,8,1,0,0,22
